age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34.0,0,33117,4,9,1,7,3,0,1,0,0,40,0,0
64.0,1,217380,5,15,1,5,3,0,1,0,2559,60,0,1
36.0,0,157954,4,9,1,8,5,0,0,0,0,40,0,0
53.0,0,164299,0,13,0,8,2,0,1,0,1887,65,0,1
61.0,1,224981,13,6,4,1,4,0,1,0,0,18,20,0
25.0,0,281209,4,9,0,10,2,0,1,0,0,40,0,0
41.0,1,200479,4,9,2,1,3,0,1,0,0,48,0,0
28.0,0,132750,4,9,1,2,5,4,0,0,0,20,0,0
22.0,0,21154,4,9,2,2,3,0,0,0,1590,32,0,0
34.0,5,189843,1,10,0,12,2,0,1,0,0,40,0,0
21.0,0,116657,4,9,2,3,4,0,1,0,0,40,0,0
52.0,0,113522,4,9,2,7,3,0,1,0,0,45,0,1
53.0,0,176185,4,9,0,1,2,0,1,0,0,40,0,0
90.0,0,227796,6,12,2,4,3,0,1,6097,0,45,0,1
24.0,0,194891,7,11,2,4,3,0,0,0,0,40,0,0
51.0,0,197189,4,9,0,4,2,0,1,0,0,40,0,0
30.0,0,182191,0,13,2,5,3,0,0,2202,0,38,0,0
47.0,0,242559,1,10,1,7,3,4,0,0,1408,40,0,0
90.0,1,122348,5,15,0,5,2,0,1,20051,0,45,0,1
44.0,0,40024,4,9,0,1,2,0,1,0,0,40,0,0
43.0,4,225978,1,10,0,1,2,4,1,0,0,40,0,1
18.0,0,407436,4,9,2,1,1,0,1,0,0,30,0,0
60.0,1,119471,6,12,0,4,2,1,1,0,0,40,8,0
33.0,0,249409,11,14,0,5,2,4,1,0,0,35,0,0
48.0,0,148995,1,10,0,1,2,0,1,0,0,60,0,0
50.0,0,200046,11,14,0,4,2,0,1,0,0,50,0,1
37.0,0,215618,0,13,0,4,2,0,1,0,0,40,0,1
21.0,0,280081,1,10,2,3,1,0,0,0,0,40,0,0
46.0,2,340651,0,13,0,2,2,4,1,0,1977,60,0,1
39.0,0,111000,11,14,2,2,5,0,0,0,0,35,0,0
26.0,0,135521,7,11,2,6,4,0,1,0,0,28,0,0
24.0,1,194102,0,13,2,4,1,0,1,0,0,40,0,0
35.0,1,295127,1,10,1,9,5,0,1,0,0,50,0,0
48.0,0,240175,3,7,3,2,5,4,1,0,0,22,0,0
41.0,0,145441,4,9,0,7,2,0,1,0,0,40,0,1
61.0,1,243019,16,1,0,1,2,0,1,0,0,40,0,0
33.0,0,215596,8,5,0,1,2,3,1,0,0,40,20,0
25.0,5,31350,1,10,2,2,3,0,1,0,0,40,0,0
23.0,0,246965,1,10,2,7,1,4,1,0,0,40,0,0
40.0,0,340797,1,10,2,7,3,4,0,0,0,40,0,0
38.0,4,30056,1,10,0,2,2,0,1,0,0,40,0,0
32.0,0,309903,13,6,2,2,5,0,0,0,0,25,0,0
55.0,5,256984,1,10,0,2,2,4,1,0,0,40,0,0
22.0,0,181723,1,10,0,9,2,0,1,0,0,30,5,0
37.0,0,101020,0,13,3,4,3,0,1,4787,0,55,0,1
44.0,1,106900,0,13,1,1,3,0,1,0,0,40,0,0
24.0,0,195770,1,10,2,4,1,0,1,0,0,40,0,0
49.0,0,102737,7,11,1,1,3,0,1,0,0,40,0,0
35.0,4,191779,1,10,0,1,2,0,1,0,0,40,0,1
56.0,1,99479,1,10,0,3,2,0,1,5013,0,46,0,0
62.0,0,196891,0,13,0,4,2,0,1,0,0,40,0,1
31.0,0,54341,4,9,0,6,2,0,1,0,0,45,0,0
21.0,0,140001,1,10,2,6,1,0,1,0,0,30,0,0
26.0,0,248220,4,9,0,8,2,0,1,0,0,40,0,0
53.0,0,172962,5,15,0,5,2,0,1,0,0,40,0,1
37.0,0,88215,11,14,2,5,3,1,0,0,0,40,11,0
18.0,0,110142,3,7,2,3,1,0,0,0,0,15,0,0
41.0,1,136986,1,10,2,1,3,0,1,0,0,40,0,0
52.0,5,206775,4,9,0,10,2,0,1,0,0,40,0,0
50.0,0,53497,4,9,2,4,3,0,1,0,0,40,0,0
22.0,0,238534,1,10,0,3,0,0,0,0,0,20,3,0
38.0,0,143123,4,9,0,1,2,0,1,0,0,40,0,0
36.0,1,60269,0,13,0,3,2,0,1,0,0,40,0,1
33.0,0,82623,4,9,0,1,2,0,1,4386,0,48,0,1
40.0,4,99666,4,9,0,10,2,0,1,0,0,55,0,0
61.0,0,95680,1,10,0,7,2,1,1,0,0,40,0,1
44.0,5,208163,7,11,3,12,5,0,1,0,0,40,0,0
41.0,0,369781,4,9,0,4,2,0,1,0,0,55,0,0
17.0,0,311288,3,7,2,4,1,0,0,0,0,24,0,0
42.0,1,152889,1,10,0,1,2,0,1,0,0,52,0,0
38.0,0,160086,0,13,2,5,3,0,0,0,0,32,0,0
34.0,0,117963,11,14,0,5,2,0,1,0,0,43,0,1
33.0,0,186884,4,9,5,8,3,4,1,0,0,40,0,0
41.0,0,313830,4,9,2,5,3,0,0,0,0,40,0,0
41.0,2,124330,1,10,0,3,0,0,0,0,0,30,0,0
53.0,0,104501,0,13,2,4,3,0,1,0,0,42,0,0
41.0,0,43501,1,10,0,0,2,0,1,0,0,40,0,1
24.0,0,83774,4,9,2,1,5,0,1,0,0,40,0,0
37.0,0,216845,16,1,0,9,2,0,1,0,0,40,20,0
45.0,4,168191,4,9,0,10,2,0,1,0,0,40,0,0
62.0,1,166894,4,9,0,1,2,0,1,0,0,60,0,0
31.0,0,110083,4,9,3,4,5,0,0,0,0,40,0,0
55.0,0,194371,4,9,0,3,0,0,0,0,0,40,4,1
36.0,3,125933,0,13,2,5,1,0,1,0,2258,40,0,0
22.0,0,444554,0,13,2,4,3,0,1,0,0,50,0,0
34.0,0,190228,1,10,2,8,1,0,1,0,0,40,0,1
27.0,0,604045,0,13,2,3,3,0,1,27828,0,40,0,1
36.0,0,241126,1,10,1,0,5,0,1,0,0,40,0,0
38.0,0,168355,4,9,0,1,2,0,1,0,0,48,0,0
48.0,5,158451,0,13,3,5,5,0,0,914,0,40,0,0
50.0,0,141608,4,9,3,2,5,0,0,0,0,45,0,0
36.0,0,33157,1,10,0,4,2,0,1,0,0,50,0,1
45.0,0,187563,4,9,0,1,2,0,1,5013,0,45,0,0
33.0,0,26252,6,12,2,2,5,2,0,0,0,40,0,0
32.0,4,318647,4,9,0,12,2,0,1,0,0,36,0,0
47.0,0,152572,4,9,2,2,5,0,0,0,0,40,3,0
30.0,0,77634,4,9,0,4,2,0,1,0,0,40,0,0
40.0,0,199513,11,14,1,4,3,0,1,0,1408,50,0,0
19.0,0,260327,1,10,2,2,1,0,0,0,0,18,0,0
23.0,0,437940,4,9,0,7,2,0,1,0,0,40,0,0
54.0,0,137069,5,15,0,4,2,1,1,0,0,40,7,0
34.0,4,32587,1,10,0,4,2,2,1,0,0,40,0,0
47.0,2,193960,1,10,0,3,2,0,1,7298,0,45,0,1
33.0,0,170651,0,13,0,4,0,0,0,0,1977,38,0,1
39.0,0,114544,1,10,0,4,2,0,1,0,0,55,0,1
28.0,0,159724,0,13,5,3,3,0,0,0,0,50,0,0
63.0,0,697806,4,9,0,10,2,0,1,0,0,60,0,0
34.0,0,140011,4,9,2,1,1,0,1,0,0,45,0,0
53.0,3,411700,4,9,0,8,2,0,1,7298,0,40,0,1
26.0,5,179633,1,10,2,12,1,0,1,0,0,40,0,0
57.0,4,317690,11,14,0,4,2,0,1,7688,0,60,0,1
45.0,4,213334,11,14,2,5,3,0,0,0,0,45,0,0
41.0,0,165304,1,10,0,1,2,0,1,0,0,50,9,0
57.0,0,192325,4,9,4,2,5,0,0,0,0,42,0,0
53.0,1,385183,1,10,0,2,2,0,1,0,0,60,0,0
33.0,0,232650,0,13,0,3,2,0,1,0,0,40,0,1
47.0,1,182474,4,9,0,4,0,0,0,0,0,36,0,0
37.0,0,119992,13,6,0,9,2,0,1,0,0,40,0,0
26.0,0,376016,4,9,2,2,3,0,0,0,0,30,0,0
39.0,0,144638,11,14,1,5,3,0,0,0,0,45,0,1
48.0,3,113612,0,13,0,5,2,0,1,0,0,40,0,1
36.0,1,48160,0,13,0,4,2,0,1,0,0,40,0,0
30.0,1,55176,4,9,0,1,2,0,1,0,0,30,0,0
21.0,0,291232,1,10,2,2,3,0,1,0,0,40,0,0
55.0,0,250149,1,10,0,5,2,0,1,0,0,40,0,1
27.0,1,87745,7,11,0,9,2,0,1,0,0,70,0,0
35.0,0,97136,1,10,2,2,5,4,0,0,0,37,0,0
18.0,0,632271,1,10,5,8,4,0,0,0,0,40,38,0
18.0,0,295607,13,6,2,10,1,0,1,0,0,40,0,0
78.0,1,213136,4,9,4,4,3,0,1,0,0,24,0,0
23.0,0,107882,0,13,2,0,1,0,0,0,0,50,0,0
35.0,0,214378,4,9,2,8,1,0,0,0,0,40,0,0
24.0,0,236427,1,10,0,8,2,0,1,0,0,40,0,1
28.0,0,34292,4,9,2,1,1,0,1,0,0,40,0,0
33.0,0,204780,1,10,0,8,0,0,0,15024,0,40,0,1
22.0,0,161508,1,10,2,5,1,0,1,0,0,40,0,0
80.0,0,151959,4,9,4,2,3,4,1,0,0,15,0,0
41.0,0,196001,4,9,0,3,0,0,0,0,0,20,0,0
27.0,1,211259,11,14,2,5,3,0,1,0,0,40,0,1
45.0,0,35136,0,13,0,0,2,4,1,0,0,40,0,1
52.0,0,288353,0,13,0,3,2,0,1,99999,0,48,0,1
48.0,4,93449,5,15,0,5,2,1,1,99999,0,40,15,1
17.0,0,40432,13,6,2,8,1,0,0,0,0,4,0,0
60.0,0,180632,10,8,1,9,3,0,1,0,0,40,0,0
76.0,0,204113,4,9,4,12,3,0,0,7896,0,18,0,0
22.0,0,336101,1,10,2,2,3,0,0,0,0,30,0,0
34.0,0,235062,4,9,2,1,3,0,1,0,0,45,0,0
39.0,0,226947,9,4,3,2,4,0,1,0,0,40,36,0
40.0,0,29393,4,9,2,1,1,0,0,0,0,40,0,0
52.0,2,146574,5,15,0,5,2,0,1,0,0,40,0,1
28.0,5,175389,6,12,2,8,1,0,0,0,0,40,20,0
26.0,2,316688,1,10,2,3,4,0,1,0,0,40,0,0
63.0,1,187919,0,13,0,3,2,0,1,0,0,40,0,1
41.0,0,80666,1,10,0,5,2,0,1,0,0,50,0,1
59.0,1,381965,4,9,0,3,2,0,1,0,1740,80,0,0
31.0,0,192039,6,12,1,5,1,0,0,0,0,40,0,0
34.0,1,181091,1,10,2,9,1,0,1,0,0,50,0,0
40.0,0,50191,8,5,1,1,5,0,1,5455,0,40,0,0
29.0,0,155256,0,13,2,0,3,4,0,0,0,40,0,0
42.0,0,104973,4,9,0,1,2,0,1,0,0,40,0,0
35.0,0,348771,4,9,0,9,2,0,1,0,0,40,4,0
55.0,0,96415,4,9,4,2,5,4,0,0,0,35,0,0
77.0,0,213136,14,16,4,4,5,0,1,0,0,40,0,0
59.0,2,155259,1,10,0,4,0,0,0,0,0,20,0,0
47.0,0,95155,0,13,0,4,2,0,1,0,0,43,0,1
56.0,0,178787,4,9,0,6,2,0,1,0,0,40,0,0
34.0,0,361497,3,7,0,10,2,0,1,0,0,40,0,0
61.0,5,254890,4,9,0,10,2,0,1,0,0,40,0,0
36.0,0,296478,4,9,0,3,2,0,1,0,0,40,0,1
61.0,0,179791,4,9,2,3,1,0,0,0,0,40,0,0
25.0,2,110010,4,9,1,3,1,0,1,0,0,40,0,0
35.0,0,89622,4,9,0,10,2,0,1,0,0,40,0,0
56.0,5,118614,4,9,1,8,3,0,0,0,0,40,0,0
30.0,5,35683,0,13,1,0,3,0,0,0,0,40,0,0
53.0,4,163815,3,7,0,2,2,0,1,0,2179,41,0,0
49.0,0,175305,9,4,1,2,5,0,0,0,0,40,0,0
33.0,2,96245,4,9,0,3,2,0,1,0,0,99,0,0
27.0,0,201017,14,16,0,5,2,0,1,0,0,80,0,0
48.0,0,95388,1,10,2,4,3,4,0,0,0,40,0,0
42.0,0,249332,4,9,0,7,2,0,1,0,0,40,0,1
27.0,0,194759,6,12,5,1,3,0,1,0,0,50,0,0
61.0,0,260062,13,6,2,2,1,0,0,4416,0,38,0,0
36.0,1,166213,4,9,0,10,2,0,1,0,0,40,0,1
20.0,0,112387,13,6,2,1,1,0,1,0,0,40,0,0
22.0,0,324685,8,5,2,3,3,0,0,0,0,32,0,0
45.0,3,187510,11,14,0,5,2,0,1,0,0,40,0,1
26.0,0,188703,11,14,2,5,3,0,0,0,0,40,0,0
38.0,0,127961,0,13,0,5,2,0,1,7688,0,40,0,1
34.0,0,200117,4,9,0,1,2,0,1,0,0,40,0,0
40.0,2,142030,0,13,0,4,0,0,0,0,0,55,0,1
30.0,0,226296,11,14,0,5,2,0,1,0,0,40,0,1
27.0,0,239130,5,15,2,5,1,0,1,0,0,40,0,0
24.0,0,165475,4,9,2,9,3,0,1,0,0,25,0,0
46.0,2,328216,5,15,0,5,2,0,1,0,1902,45,0,1
42.0,1,206066,11,14,2,5,1,0,1,0,0,45,0,0
29.0,4,141005,1,10,1,2,5,0,0,0,0,24,0,0
28.0,0,104870,7,11,2,2,3,4,0,0,0,48,0,0
44.0,1,253250,11,14,0,5,2,0,1,0,0,54,0,0
39.0,0,497788,6,12,0,3,2,0,1,0,0,50,0,1
42.0,0,128354,0,13,0,8,0,0,0,0,0,40,0,1
49.0,0,140782,13,6,1,4,5,0,0,0,0,40,0,0
37.0,0,216129,4,9,2,1,3,4,0,0,0,45,0,0
65.0,0,65757,4,9,2,8,5,0,0,0,0,40,0,0
23.0,0,245361,1,10,2,9,1,0,1,0,0,35,0,0
48.0,4,216689,4,9,0,1,2,0,1,0,0,40,0,0
65.0,4,188903,4,9,0,6,2,0,1,6418,0,45,0,1
18.0,0,170094,4,9,2,6,1,0,0,0,0,20,0,0
53.0,0,108836,8,5,0,10,2,0,1,0,0,40,0,0
27.0,0,189565,4,9,0,4,1,0,1,0,0,40,0,0
46.0,0,347993,12,2,1,1,3,0,1,0,0,40,20,0
49.0,0,187308,1,10,0,2,4,0,1,0,0,35,0,0
27.0,5,136077,0,13,2,5,3,0,1,0,0,40,0,0
25.0,5,165457,0,13,2,0,1,1,1,2463,0,40,0,0
49.0,3,175428,1,10,0,8,2,0,1,0,0,40,0,1
34.0,0,349148,5,15,0,5,2,0,1,0,0,40,0,1
72.0,0,103990,11,14,0,2,2,0,1,0,0,12,0,0
55.0,2,183884,4,9,0,4,2,0,1,0,0,50,0,1
21.0,0,464484,4,9,5,8,1,0,0,0,0,40,0,0
41.0,0,190786,7,11,0,8,2,0,1,7298,0,40,0,1
30.0,0,348592,4,9,3,2,3,0,1,0,0,40,0,0
32.0,0,152156,4,9,3,1,3,0,1,0,0,53,0,0
55.0,0,141807,4,9,5,1,4,0,1,0,0,40,17,0
47.0,4,188537,11,14,0,5,0,0,0,0,0,60,0,1
43.0,0,203233,4,9,0,10,2,0,1,0,0,50,0,1
51.0,0,28978,1,10,4,2,3,0,0,0,0,40,0,0
53.0,2,116211,1,10,0,4,2,0,1,0,0,40,0,0
19.0,0,283945,4,9,2,2,1,0,1,0,0,35,0,0
43.0,0,115178,0,13,1,5,5,0,0,0,0,43,0,1
48.0,5,77102,14,16,0,5,2,0,1,0,0,45,0,1
23.0,0,132220,4,9,0,6,2,0,1,0,0,40,0,0
53.0,0,129301,1,10,0,3,2,0,1,0,0,45,0,1
22.0,0,187592,1,10,2,4,3,0,1,0,0,30,0,0
34.0,0,312667,11,14,0,5,2,0,1,0,0,45,0,0
36.0,4,206951,1,10,0,12,2,0,1,0,0,40,0,0
27.0,0,587310,6,12,0,10,1,0,1,0,0,40,36,0
76.0,0,328227,0,13,0,8,2,0,1,5556,0,13,0,1
35.0,0,100634,1,10,1,8,5,0,0,0,0,40,0,0
49.0,0,274200,4,9,0,4,2,0,1,0,0,72,0,0
18.0,2,29582,3,7,2,9,1,0,1,0,0,50,0,0
68.0,0,174812,4,9,2,2,3,0,1,0,0,15,0,0
22.0,5,138513,0,13,2,5,3,0,1,0,0,15,0,0
37.0,0,219137,9,4,1,3,5,0,0,0,0,44,0,0
23.0,0,265148,0,13,2,3,4,0,1,0,0,55,0,0
41.0,0,302606,4,9,1,4,5,0,0,0,0,40,0,0
18.0,0,197600,3,7,2,6,1,0,1,0,0,20,0,0
36.0,0,167415,4,9,1,1,5,0,1,0,0,40,0,0
44.0,0,13769,1,10,0,4,2,2,1,0,0,40,0,1
26.0,0,109390,4,9,0,6,2,0,1,0,0,40,0,0
36.0,0,218188,4,9,1,7,5,0,0,0,0,32,0,0
49.0,0,167159,1,10,0,7,2,0,1,0,0,40,0,0
72.0,0,128529,4,9,4,2,5,0,0,0,0,28,0,0
22.0,0,200973,6,12,2,2,3,0,0,0,0,12,0,0
22.0,0,118235,4,9,2,3,3,2,1,0,0,55,0,0
23.0,4,250165,0,13,2,5,1,0,0,594,0,40,0,0
46.0,0,212162,15,3,0,2,2,4,1,0,0,40,0,0
25.0,0,147638,0,13,2,8,1,1,0,0,0,40,7,0
42.0,0,304605,1,10,0,1,2,0,1,0,0,40,0,0
45.0,1,165267,8,5,0,10,2,4,1,0,0,40,0,0
28.0,0,122037,0,13,0,5,2,0,1,0,0,55,0,1
63.0,2,165611,0,13,0,4,2,0,1,0,0,35,0,0
21.0,0,262634,9,4,2,9,3,0,1,0,0,36,0,0
46.0,0,280766,4,9,1,12,3,0,1,0,0,40,12,0
21.0,0,226668,7,11,2,1,3,3,1,0,0,40,0,0
37.0,0,130200,4,9,0,4,2,0,1,0,0,70,0,1
17.0,0,98005,3,7,2,3,1,0,0,0,0,20,0,0
47.0,0,308857,0,13,1,4,3,0,1,0,0,50,0,0
51.0,0,108914,4,9,0,6,2,0,1,0,0,40,0,0
64.0,4,210464,11,14,4,5,5,4,0,0,0,40,0,0
30.0,0,172748,4,9,0,4,2,0,1,0,0,40,0,0
27.0,0,192140,4,9,2,8,3,0,0,0,0,20,0,0
21.0,0,126568,4,9,2,8,4,0,1,0,0,40,0,0
50.0,0,179339,4,9,1,8,3,0,0,0,0,45,0,0
43.0,4,31621,1,10,1,8,5,0,0,0,0,20,0,0
39.0,0,365009,0,13,2,6,1,0,1,0,0,40,0,0
20.0,0,344698,1,10,2,7,1,0,1,0,0,30,0,0
42.0,0,159911,4,9,0,2,0,0,0,0,0,24,0,0
25.0,0,389456,1,10,2,1,1,0,1,0,0,30,0,0
48.0,0,167472,1,10,1,1,3,0,1,0,0,40,0,0
17.0,0,201412,13,6,2,9,1,0,1,594,0,5,0,0
26.0,1,331861,0,13,2,3,3,0,1,0,0,60,0,1
58.0,0,97541,11,14,0,4,2,0,1,0,0,46,0,1
34.0,0,71865,8,5,0,7,0,3,0,0,0,40,21,0
29.0,0,196564,4,9,0,8,2,0,1,0,0,40,0,0
19.0,0,218956,1,10,2,0,1,0,1,0,0,20,0,0
41.0,0,184630,0,13,1,6,3,0,1,4416,0,40,0,0
17.0,4,161955,3,7,2,8,1,2,0,0,0,30,0,0
24.0,0,200089,4,9,0,2,2,0,1,0,0,40,31,0
39.0,1,193026,14,16,0,5,2,0,1,0,0,55,0,1
72.0,1,336423,15,3,0,9,2,0,1,0,0,40,0,0
52.0,5,184529,4,9,0,12,2,0,1,0,0,40,0,1
30.0,0,153876,6,12,2,5,3,0,0,0,0,53,0,0
22.0,0,269687,1,10,2,3,1,0,1,0,0,35,0,0
27.0,0,153805,1,10,2,1,5,3,1,0,0,45,26,0
43.0,0,151504,4,9,0,1,2,0,1,0,0,40,0,0
45.0,0,330087,6,12,2,9,3,0,1,0,0,40,0,0
59.0,0,164970,4,9,0,5,2,4,1,0,0,60,0,0
55.0,1,50215,7,11,0,2,0,0,0,0,0,42,0,0
51.0,4,80123,1,10,0,12,2,0,1,0,0,35,0,0
41.0,0,222813,6,12,0,3,2,0,1,0,0,45,0,1
24.0,0,172232,4,9,0,7,2,0,1,0,0,42,0,0
54.0,1,386773,1,10,0,4,2,0,1,0,0,60,0,0
38.0,0,87556,1,10,0,1,2,0,1,0,0,40,0,0
38.0,5,169926,0,13,0,5,0,0,0,0,0,21,0,1
41.0,0,104196,11,14,0,4,2,0,1,0,0,50,0,1
34.0,0,320027,4,9,0,2,2,0,1,0,0,50,0,0
59.0,0,116637,4,9,0,1,2,0,1,0,0,40,0,0
33.0,0,307640,7,11,2,4,5,4,0,0,0,40,0,0
25.0,0,269015,4,9,2,2,4,4,0,0,0,40,0,0
30.0,0,90308,16,1,2,2,5,0,1,0,0,28,36,0
41.0,4,39581,4,9,3,2,3,4,0,4101,0,40,0,0
49.0,1,241688,4,9,0,5,2,0,1,0,0,60,12,0
22.0,4,467759,4,9,1,7,1,0,1,0,0,48,0,0
39.0,0,303677,1,10,1,4,5,0,0,0,0,15,0,0
56.0,0,47392,7,11,0,0,2,0,1,0,0,40,0,1
37.0,0,97925,4,9,1,8,3,0,0,0,0,40,0,0
18.0,4,243240,1,10,2,2,1,0,1,0,0,15,0,0
29.0,0,472344,15,3,0,6,3,0,1,0,0,40,20,0
41.0,0,177054,4,9,1,7,5,0,1,0,0,40,0,0
43.0,4,212206,7,11,0,8,0,0,0,0,0,40,0,1
34.0,0,244147,4,9,0,2,2,0,1,0,0,40,0,1
29.0,0,167336,1,10,0,8,0,0,0,0,0,50,0,0
49.0,0,52184,4,9,0,7,2,0,1,0,0,40,0,0
31.0,0,159187,1,10,0,1,2,0,1,0,0,25,0,0
35.0,3,22494,0,13,1,5,3,0,0,0,0,50,0,1
36.0,0,219745,4,9,3,1,3,0,1,0,0,40,0,0
67.0,0,113323,11,14,1,8,5,0,1,0,0,41,0,0
36.0,0,181099,14,16,0,4,2,0,1,0,0,40,0,0
26.0,0,216741,4,9,2,8,3,0,0,0,0,40,0,0
51.0,4,106365,6,12,1,8,5,0,0,0,0,40,0,0
45.0,0,124973,1,10,0,1,2,0,1,0,0,30,0,0
37.0,0,73199,4,9,0,6,2,1,1,0,0,40,0,1
49.0,3,362679,7,11,0,8,2,0,1,0,0,9,0,1
29.0,0,197222,0,13,2,4,3,0,0,0,0,40,0,0
56.0,0,33115,4,9,1,2,5,0,0,0,0,40,0,0
42.0,3,37997,0,13,0,4,2,0,1,0,0,40,0,0
47.0,0,162067,11,14,0,8,2,4,1,0,0,40,28,0
35.0,0,133839,1,10,0,7,2,0,1,0,0,40,0,1
33.0,1,398874,0,13,2,0,1,0,1,0,0,40,0,0
26.0,2,289224,0,13,2,4,3,0,1,0,0,40,0,0
19.0,0,261259,1,10,2,6,1,0,1,0,0,35,0,0
61.0,0,438587,15,3,0,7,2,4,1,0,0,40,0,0
31.0,0,271162,3,7,2,4,1,0,1,0,0,40,0,0
21.0,0,29810,1,10,2,8,3,0,0,0,0,40,0,0
19.0,0,277695,16,1,2,9,3,0,1,0,0,50,20,0
35.0,0,277347,4,9,0,7,2,0,1,0,0,55,0,0
29.0,0,231507,4,9,2,1,3,0,1,0,0,35,0,0
28.0,0,184477,7,11,1,1,3,0,1,0,0,60,0,0
24.0,0,174714,1,10,2,6,1,0,1,0,0,45,0,0
24.0,0,118792,1,10,2,3,1,0,0,0,0,12,0,0
46.0,4,274689,6,12,1,12,3,0,1,0,0,40,0,0
24.0,0,148315,4,9,2,6,5,0,1,0,0,45,0,0
24.0,0,99844,11,14,2,5,1,0,1,0,0,60,0,0
36.0,5,143437,0,13,1,5,3,3,0,0,0,40,0,0
22.0,0,114357,1,10,2,8,3,0,1,0,0,55,0,0
68.0,4,137518,4,9,4,8,3,0,0,0,0,33,0,0
33.0,0,183125,4,9,2,3,3,0,0,0,0,45,0,0
28.0,0,269317,4,9,0,7,2,0,1,0,0,42,0,0
46.0,5,107682,4,9,1,8,3,0,0,0,0,38,0,0
30.0,0,159589,0,13,0,4,2,0,1,0,1848,50,0,1
50.0,0,46401,0,13,5,3,3,0,0,0,0,20,5,0
69.0,1,164754,4,9,0,5,2,0,1,0,0,20,0,0
33.0,0,314068,7,11,1,0,5,0,0,0,0,40,0,0
22.0,0,242138,4,9,0,8,0,0,0,0,0,40,0,0
39.0,3,203070,1,10,0,8,2,0,1,0,0,40,0,1
39.0,0,266960,1,10,1,7,3,0,0,0,0,25,0,0
29.0,1,239511,1,10,3,8,5,0,0,0,0,50,0,0
23.0,0,244698,15,3,2,9,4,0,1,0,0,35,20,0
25.0,0,207258,8,5,2,8,5,0,0,0,0,40,20,0
61.0,0,111563,3,7,0,10,2,0,1,0,0,27,0,0
50.0,0,233149,7,11,0,3,2,0,1,0,0,50,0,1
61.0,0,166789,11,14,0,4,2,0,1,0,2246,50,0,1
54.0,2,22743,0,13,1,4,3,0,1,99999,0,70,0,1
41.0,4,180599,11,14,0,5,2,0,1,0,0,50,0,0
38.0,0,28738,1,10,2,8,3,0,0,0,0,40,0,0
38.0,0,259846,4,9,0,1,2,0,1,0,0,60,0,1
24.0,2,158950,0,13,0,3,2,0,1,0,0,45,0,0
23.0,0,185948,4,9,2,1,5,0,1,0,0,40,0,0
49.0,0,169092,1,10,0,4,0,0,0,5178,0,40,4,1
40.0,0,129298,4,9,0,1,2,0,1,0,0,40,0,0
36.0,0,120204,4,9,1,0,3,0,0,0,0,40,0,0
49.0,4,229337,4,9,3,2,3,0,1,0,0,40,0,0
34.0,0,538243,1,10,3,0,5,4,0,0,0,40,0,0
38.0,0,108947,4,9,1,7,3,0,1,2174,0,40,0,0
35.0,0,128516,4,9,0,4,0,0,0,0,0,45,0,0
28.0,0,147560,1,10,2,3,1,0,1,0,0,40,0,0
36.0,0,131808,4,9,0,7,2,0,1,4386,0,40,0,1
33.0,0,234537,4,9,0,1,2,0,1,0,0,40,0,0
46.0,4,165160,0,13,0,5,0,0,0,0,0,40,0,1
51.0,0,90275,4,9,1,3,5,0,0,0,0,45,0,0
26.0,4,143583,11,14,2,5,3,0,0,0,0,40,0,0
27.0,1,210020,4,9,0,7,1,0,1,0,0,40,0,0
26.0,0,135603,11,14,2,4,3,0,1,0,0,48,0,0
38.0,0,341943,4,9,1,4,5,0,0,0,0,40,0,0
64.0,0,38274,9,4,0,9,2,0,1,0,0,40,0,0
35.0,0,327435,1,10,3,5,5,0,0,0,0,45,0,1
27.0,3,175262,1,10,2,7,1,0,1,0,0,40,0,0
24.0,0,376474,4,9,0,6,2,0,1,0,0,65,0,0
38.0,0,171150,9,4,0,1,2,0,1,3781,0,78,0,0
32.0,0,459465,4,9,0,1,2,0,1,0,0,40,36,0
37.0,4,188391,6,12,1,2,5,0,1,0,0,60,0,1
37.0,0,196373,4,9,0,1,2,0,1,0,0,40,0,1
28.0,0,122913,4,9,0,3,2,0,1,0,0,40,0,1
35.0,5,37314,14,16,2,5,3,0,1,0,0,55,0,0
37.0,0,198492,4,9,2,6,1,0,1,0,0,40,0,0
47.0,1,20946,0,13,1,2,3,0,0,0,0,40,0,0
20.0,0,281608,1,10,2,3,3,0,0,0,0,50,0,0
31.0,1,213643,11,14,1,5,3,0,1,0,1590,60,0,0
18.0,0,39222,3,7,2,6,1,0,1,0,0,30,0,0
23.0,0,208238,13,6,2,3,1,0,0,0,0,20,0,0
53.0,0,261207,4,9,0,2,2,0,1,0,0,40,38,0
36.0,0,131192,4,9,0,7,2,0,1,0,0,40,0,1
75.0,0,148214,4,9,4,8,3,0,0,0,0,25,0,0
54.0,1,155965,4,9,0,9,2,0,1,0,0,56,0,0
25.0,0,269004,7,11,2,1,1,0,1,0,0,40,0,0
47.0,1,97883,4,9,1,2,3,0,0,0,0,48,16,0
52.0,0,177942,4,9,0,8,0,0,0,0,0,40,0,1
38.0,4,360494,5,15,2,5,3,0,1,0,0,50,0,0
45.0,1,45136,5,15,0,5,2,0,1,99999,0,60,0,1
28.0,0,173483,0,13,0,5,0,0,0,5013,0,20,0,0
19.0,0,205953,4,9,2,6,3,4,1,0,0,20,0,0
41.0,0,169823,5,15,0,5,2,0,1,0,0,46,0,1
